TWA/TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;80
48;0;1,075;2,151;3,226;4,302;5,377;6,453;7,528;8,604;9,667;10,73;11,793;12,856;13,92;14,485;15,051;15,617;16,183;16,749;16,928;17,107;17,286;17,465;17,645;17,31;16,975;16,64;16,305;15,97;15,598;15,227;14,856;14,484;14,113;13,742;13,371;13,154;12,938;12,722;12,506;12,29;7,374
49;0;1,135;2,27;3,406;4,541;5,676;6,812;7,947;9,083;10,205;11,327;12,449;13,571;14,694;15,29;15,887;16,484;17,081;17,678;17,867;18,056;18,246;18,435;18,625;18,268;17,912;17,555;17,199;16,843;16,448;16,054;15,66;15,266;14,872;14,478;14,084;13,862;13,64;13,418;13,196;12,974;7,7844
50;0;1,195;2,39;3,585;4,781;5,976;7,171;8,366;9,562;10,743;11,924;13,105;14,286;15,467;16,095;16,723;17,351;17,979;18,607;18,806;19,006;19,205;19,405;19,605;19,227;18,849;18,472;18,094;17,717;17,299;16,882;16,465;16,047;15,63;15,213;14,796;14,568;14,341;14,113;13,886;13,659;8,1954
51;0;1,22;2,441;3,661;4,882;6,102;7,323;8,543;9,764;10,972;12,18;13,388;14,596;15,804;16,451;17,099;17,747;18,395;19,043;19,25;19,457;19,664;19,871;20,078;19,691;19,304;18,917;18,53;18,144;17,717;17,291;16,865;16,439;16,013;15,587;15,161;14,928;14,696;14,464;14,232;14;8,4
52;0;1,245;2,491;3,737;4,983;6,228;7,474;8,72;9,966;11,201;12,436;13,671;14,906;16,141;16,808;17,476;18,143;18,811;19,479;19,693;19,907;20,121;20,335;20,55;20,154;19,758;19,362;18,966;18,571;18,136;17,701;17,266;16,831;16,396;15,961;15,526;15,289;15,052;14,815;14,578;14,341;8,6046
53;0;1,27;2,541;3,812;5,083;6,354;7,625;8,896;10,167;11,429;12,691;13,953;15,215;16,478;17,165;17,852;18,539;19,226;19,914;20,135;20,357;20,578;20,8;21,022;20,617;20,212;19,807;19,402;18,998;18,554;18,11;17,666;17,222;16,778;16,334;15,891;15,649;15,407;15,165;14,923;14,682;8,8092
54;0;1,296;2,592;3,888;5,184;6,48;7,776;9,072;10,369;11,658;12,947;14,236;15,525;16,815;17,522;18,229;18,936;19,643;20,35;20,579;20,808;21,037;21,266;21,495;21,081;20,667;20,253;19,839;19,425;18,972;18,519;18,066;17,613;17,16;16,707;16,255;16,008;15,762;15,516;15,27;15,024;9,0144
55;0;1,321;2,642;3,964;5,285;6,606;7,928;9,249;10,571;11,887;13,203;14,519;15,835;17,151;17,878;18,605;19,332;20,059;20,786;21,022;21,258;21,494;21,73;21,967;21,544;21,121;20,698;20,275;19,852;19,39;18,928;18,466;18,005;17,543;17,081;16,62;16,369;16,118;15,867;15,616;15,365;9,219
56;0;1,346;2,693;4,039;5,386;6,732;8,079;9,425;10,772;12,115;13,458;14,801;16,144;17,488;18,234;18,981;19,727;20,474;21,221;21,464;21,708;21,951;22,195;22,439;22,007;21,575;21,143;20,711;20,279;19,808;19,337;18,867;18,396;17,926;17,455;16,985;16,729;16,473;16,217;15,961;15,706;9,4236
57;0;1,371;2,743;4,115;5,487;6,858;8,23;9,602;10,974;12,344;13,714;15,084;16,454;17,825;18,591;19,357;20,124;20,89;21,657;21,908;22,159;22,41;22,661;22,912;22,47;22,029;21,588;21,147;20,706;20,226;19,747;19,267;18,788;18,308;17,829;17,35;17,089;16,828;16,568;16,307;16,047;9,6282
